296.036: [GC 8410K->7814K(10024K), 0.0033370 secs]
297.038: [GC 8518K->7866K(10024K), 0.0025610 secs]
297.069: [GC 8570K->8089K(10024K), 0.0046340 secs]
297.131: [GC 8793K->8290K(10024K), 0.0045740 secs]
297.460: [GC 8994K->8344K(10024K), 0.0026450 secs]
298.192: [GC 9048K->8494K(10024K), 0.0034940 secs]
298.239: [GC 9198K->8728K(10024K), 0.0042380 secs]
298.302: [GC 9432K->8849K(10024K), 0.0037470 secs]
299.322: [GC 9553K->8982K(10024K), 0.0036330 secs]
299.352: [GC 9686K->9146K(10024K), 0.0035490 secs]
299.411: [GC 9850K->9308K(10024K), 0.0046000 secs]
300.445: [GC 10012K->9401K(10152K), 0.0032510 secs]
300.449: [Full GC 9401K->5669K(10152K), 0.1965890 secs]
300.656: [GC 6373K->5745K(10152K), 0.0022710 secs]
300.674: [GC 6449K->5805K(10152K), 0.0026250 secs]
300.687: [GC 6509K->5795K(10152K), 0.0016100 secs]
301.709: [GC 6499K->5799K(10152K), 0.0013300 secs]
302.740: [GC 6503K->5848K(10152K), 0.0018350 secs]
302.864: [GC 6506K->5918K(10152K), 0.0023370 secs]
302.884: [GC 6622K->6116K(10152K), 0.0044340 secs]
302.938: [GC 6820K->6311K(10152K), 0.0041520 secs]
303.797: [GC 7015K->6415K(10152K), 0.0036170 secs]
303.814: [GC 7119K->6442K(10152K), 0.0021430 secs]
304.341: [GC 7146K->6447K(10152K), 0.0013700 secs]
304.393: [GC 7151K->6440K(10152K), 0.0013070 secs]
304.409: [GC 7140K->6463K(10152K), 0.0015110 secs]
305.984: [GC 7167K->6513K(10152K), 0.0017960 secs]
309.289: [GC 7217K->6612K(10152K), 0.0029370 secs]
309.322: [GC 7316K->6824K(10152K), 0.0042890 secs]
309.378: [GC 7528K->7026K(10152K), 0.0044030 secs]
309.433: [GC 7730K->7133K(10152K), 0.0031380 secs]
309.459: [GC 7837K->7371K(10152K), 0.0042940 secs]
309.514: [GC 8075K->7577K(10152K), 0.0045770 secs]
312.792: [GC 8281K->7615K(10152K), 0.0024150 secs]
316.000: [GC 8319K->7723K(10152K), 0.0030010 secs]
316.037: [GC 8427K->7951K(10152K), 0.0042950 secs]
316.064: [GC 8655K->8080K(10152K), 0.0035710 secs]
321.774: [GC 8784K->8162K(10152K), 0.0029200 secs]
322.554: [GC 8866K->8234K(10152K), 0.0023950 secs]
322.581: [GC 8938K->8456K(10152K), 0.0040110 secs]
322.635: [GC 9160K->8678K(10152K), 0.0047660 secs]
322.697: [GC 9382K->8839K(10152K), 0.0045590 secs]
322.737: [GC 9645K->9139K(10152K), 0.0043950 secs]
322.788: [GC 9843K->9368K(10152K), 0.0059060 secs]
330.782: [GC 10072K->9470K(10280K), 0.0107400 secs]
330.793: [Full GC 9470K->5348K(10280K), 0.5431880 secs]
332.988: [GC 6052K->5380K(10152K), 0.0023720 secs]
333.032: [GC 6084K->5587K(10152K), 0.0040370 secs]
333.103: [GC 6291K->5758K(10152K), 0.0039080 secs]
333.269: [GC 6462K->5944K(10152K), 0.0045160 secs]
346.079: [GC 6617K->6027K(10152K), 0.0026380 secs]
346.106: [GC 6731K->6231K(10152K), 0.0037930 secs]
346.163: [GC 6935K->6378K(10152K), 0.0038710 secs]
346.212: [GC 7082K->6531K(10152K), 0.0037840 secs]
351.954: [GC 7235K->6579K(10152K), 0.0021910 secs]
356.778: [GC 7283K->6603K(10152K), 0.0017060 secs]
358.404: [Full GC 7223K->5667K(10152K), 0.1907870 secs]
363.311: [GC 6371K->5762K(10152K), 0.0028380 secs]
363.335: [GC 6466K->5988K(10152K), 0.0042210 secs]
363.369: [GC 6692K->6196K(10152K), 0.0043760 secs]
366.784: [GC 6900K->6234K(10152K), 0.0024100 secs]
380.111: [GC 6937K->6341K(10152K), 0.0030990 secs]
384.273: [Full GC 7027K->5622K(10152K), 0.1888530 secs]
390.662: [GC 6300K->5649K(10152K), 0.0025870 secs]
390.680: [GC 6353K->5845K(10152K), 0.0037030 secs]
390.707: [GC 6549K->6031K(10152K), 0.0041060 secs]
390.730: [GC 6735K->6089K(10152K), 0.0026960 secs]
390.753: [GC 6793K->6319K(10152K), 0.0041340 secs]
390.782: [GC 7023K->6538K(10152K), 0.0044610 secs]
390.793: [Full GC 6646K->5409K(10152K), 0.1896100 secs]
390.983: [Full GC 5421K->4970K(10152K), 0.1897520 secs]
391.189: [GC 5674K->5172K(10152K), 0.0038040 secs]
391.217: [GC 5876K->5345K(10152K), 0.0039060 secs]
391.252: [Full GC 5958K->5393K(10152K), 0.1888180 secs]
391.442: [Full GC 5396K->5394K(10152K), 0.1857810 secs]
397.327: [Full GC 6018K->5297K(10152K), 0.1872490 secs]
